onet_soc_2010;element_id;element_name;value;date;source
51-9123.00;2.B.3.c;Equipment Selection;2.12;Jun 10;Analyst
51-9123.00;2.B.3.d;Installation;1.12;Jun 10;Analyst
51-9123.00;2.B.3.e;Programming;1;Jun 10;Analyst
51-9123.00;2.B.3.g;Operation Monitoring;2.38;Jun 10;Analyst
51-9123.00;2.B.3.h;Operation and Control;2.38;Jun 10;Analyst
51-9123.00;2.B.3.j;Equipment Maintenance;2.12;Jun 10;Analyst
51-9123.00;2.B.3.k;Troubleshooting;2;Jun 10;Analyst
51-9123.00;2.B.3.l;Repairing;1.75;Jun 10;Analyst
51-9123.00;2.B.3.m;Quality Control Analysis;2.12;Jun 10;Analyst
51-9123.00;2.B.4.e;Judgment and Decision Making;2.5;Jun 10;Analyst
51-9123.00;2.B.4.g;Systems Analysis;1.75;Jun 10;Analyst
51-9123.00;2.B.4.h;Systems Evaluation;1.5;Jun 10;Analyst
51-9123.00;2.B.5.a;Time Management;2.62;Jun 10;Analyst
51-9123.00;2.B.5.b;Management of Financial Resources;1;Jun 10;Analyst
51-9123.00;2.B.5.c;Management of Material Resources;1.12;Jun 10;Analyst
51-9123.00;2.B.5.d;Management of Personnel Resources;1.88;Jun 10;Analyst
51-9141.00;2.A.1.a;Reading Comprehension;3.38;Jun 10;Analyst
51-9141.00;2.A.1.b;Active Listening;3.25;Jun 10;Analyst
51-9141.00;2.A.1.c;Writing;2.75;Jun 10;Analyst
51-9141.00;2.A.1.d;Speaking;2.88;Jun 10;Analyst
51-9141.00;2.A.1.e;Mathematics;1.88;Jun 10;Analyst
51-9141.00;2.A.1.f;Science;1.88;Jun 10;Analyst
51-9141.00;2.A.2.a;Critical Thinking;3.38;Jun 10;Analyst
51-9141.00;2.A.2.b;Active Learning;2.5;Jun 10;Analyst
51-9141.00;2.A.2.c;Learning Strategies;2.25;Jun 10;Analyst
51-9141.00;2.A.2.d;Monitoring;3.25;Jun 10;Analyst
51-9141.00;2.B.1.a;Social Perceptiveness;2.88;Jun 10;Analyst
51-9141.00;2.B.1.b;Coordination;2.88;Jun 10;Analyst
51-9141.00;2.B.1.c;Persuasion;2.25;Jun 10;Analyst
51-9141.00;2.B.1.d;Negotiation;2;Jun 10;Analyst
51-9141.00;2.B.1.e;Instructing;2.25;Jun 10;Analyst
51-9141.00;2.B.1.f;Service Orientation;2.12;Jun 10;Analyst
51-9141.00;2.B.2.i;Complex Problem Solving;2.75;Jun 10;Analyst
51-9141.00;2.B.3.a;Operations Analysis;2.12;Jun 10;Analyst
51-9141.00;2.B.3.b;Technology Design;1.75;Jun 10;Analyst
51-9141.00;2.B.3.c;Equipment Selection;2.38;Jun 10;Analyst
51-9141.00;2.B.3.d;Installation;1.38;Jun 10;Analyst
51-9141.00;2.B.3.e;Programming;1.62;Jun 10;Analyst
51-9141.00;2.B.3.g;Operation Monitoring;3.62;Jun 10;Analyst
51-9141.00;2.B.3.h;Operation and Control;2.88;Jun 10;Analyst
51-9141.00;2.B.3.j;Equipment Maintenance;2.88;Jun 10;Analyst
51-9141.00;2.B.3.k;Troubleshooting;2.88;Jun 10;Analyst
51-9141.00;2.B.3.l;Repairing;2.5;Jun 10;Analyst
51-9141.00;2.B.3.m;Quality Control Analysis;3.25;Jun 10;Analyst
51-9141.00;2.B.4.e;Judgment and Decision Making;2.88;Jun 10;Analyst
51-9141.00;2.B.4.g;Systems Analysis;2.25;Jun 10;Analyst
51-9141.00;2.B.4.h;Systems Evaluation;2;Jun 10;Analyst
51-9141.00;2.B.5.a;Time Management;2.75;Jun 10;Analyst
51-9141.00;2.B.5.b;Management of Financial Resources;1.5;Jun 10;Analyst
51-9141.00;2.B.5.c;Management of Material Resources;1.62;Jun 10;Analyst
51-9141.00;2.B.5.d;Management of Personnel Resources;2.25;Jun 10;Analyst
51-9151.00;2.A.1.a;Reading Comprehension;3.06;Feb 11;Analyst
51-9151.00;2.A.1.b;Active Listening;3.12;Feb 11;Analyst
51-9151.00;2.A.1.c;Writing;2.44;Feb 11;Analyst
51-9151.00;2.A.1.d;Speaking;3;Feb 11;Analyst
51-9151.00;2.A.1.e;Mathematics;2.12;Feb 11;Analyst
51-9151.00;2.A.1.f;Science;1.44;Feb 11;Analyst
51-9151.00;2.A.2.a;Critical Thinking;3;Feb 11;Analyst
51-9151.00;2.A.2.b;Active Learning;2.75;Feb 11;Analyst
51-9151.00;2.A.2.c;Learning Strategies;2.31;Feb 11;Analyst
51-9151.00;2.A.2.d;Monitoring;3.25;Feb 11;Analyst
51-9151.00;2.B.1.a;Social Perceptiveness;2.81;Feb 11;Analyst
51-9151.00;2.B.1.b;Coordination;2.81;Feb 11;Analyst
51-9151.00;2.B.1.c;Persuasion;2.44;Feb 11;Analyst
51-9151.00;2.B.1.d;Negotiation;2.25;Feb 11;Analyst
51-9151.00;2.B.1.e;Instructing;2.25;Feb 11;Analyst
51-9151.00;2.B.1.f;Service Orientation;2.62;Feb 11;Analyst
51-9151.00;2.B.2.i;Complex Problem Solving;2.94;Feb 11;Analyst
51-9151.00;2.B.3.a;Operations Analysis;1.94;Feb 11;Analyst
51-9151.00;2.B.3.b;Technology Design;1.62;Feb 11;Analyst
51-9151.00;2.B.3.c;Equipment Selection;2.56;Feb 11;Analyst
51-9151.00;2.B.3.d;Installation;1.06;Feb 11;Analyst
51-9151.00;2.B.3.e;Programming;1.5;Feb 11;Analyst
51-9151.00;2.B.3.g;Operation Monitoring;3.44;Feb 11;Analyst
51-9151.00;2.B.3.h;Operation and Control;2.94;Feb 11;Analyst
51-9151.00;2.B.3.j;Equipment Maintenance;2.56;Feb 11;Analyst
51-9151.00;2.B.3.k;Troubleshooting;2.56;Feb 11;Analyst
51-9151.00;2.B.3.l;Repairing;2.38;Feb 11;Analyst
51-9151.00;2.B.3.m;Quality Control Analysis;3.06;Feb 11;Analyst
51-9151.00;2.B.4.e;Judgment and Decision Making;2.88;Feb 11;Analyst
51-9151.00;2.B.4.g;Systems Analysis;2.44;Feb 11;Analyst
51-9151.00;2.B.4.h;Systems Evaluation;2;Feb 11;Analyst
51-9151.00;2.B.5.a;Time Management;2.94;Feb 11;Analyst
51-9151.00;2.B.5.b;Management of Financial Resources;1.44;Feb 11;Analyst
51-9151.00;2.B.5.c;Management of Material Resources;1.62;Feb 11;Analyst
51-9151.00;2.B.5.d;Management of Personnel Resources;2.5;Feb 11;Analyst
51-9191.00;2.A.1.a;Reading Comprehension;2.88;Jun 10;Analyst
51-9191.00;2.A.1.b;Active Listening;3;Jun 10;Analyst
51-9191.00;2.A.1.c;Writing;2.75;Jun 10;Analyst
51-9191.00;2.A.1.d;Speaking;3.25;Jun 10;Analyst
51-9191.00;2.A.1.e;Mathematics;2.62;Jun 10;Analyst
51-9191.00;2.A.1.f;Science;1.38;Jun 10;Analyst
51-9191.00;2.A.2.a;Critical Thinking;2.88;Jun 10;Analyst
51-9191.00;2.A.2.b;Active Learning;2.75;Jun 10;Analyst
51-9191.00;2.A.2.c;Learning Strategies;2.62;Jun 10;Analyst
51-9191.00;2.A.2.d;Monitoring;3;Jun 10;Analyst
51-9191.00;2.B.1.a;Social Perceptiveness;3;Jun 10;Analyst
51-9191.00;2.B.1.b;Coordination;3;Jun 10;Analyst
51-9191.00;2.B.1.c;Persuasion;2.38;Jun 10;Analyst
51-9191.00;2.B.1.d;Negotiation;2.25;Jun 10;Analyst
51-9191.00;2.B.1.e;Instructing;2.5;Jun 10;Analyst
51-9191.00;2.B.1.f;Service Orientation;2.25;Jun 10;Analyst
51-9191.00;2.B.2.i;Complex Problem Solving;2.75;Jun 10;Analyst
51-9191.00;2.B.3.a;Operations Analysis;1.88;Jun 10;Analyst
51-9191.00;2.B.3.b;Technology Design;1.62;Jun 10;Analyst
51-9191.00;2.B.3.c;Equipment Selection;2.5;Jun 10;Analyst
51-9191.00;2.B.3.d;Installation;1.25;Jun 10;Analyst
51-9191.00;2.B.3.e;Programming;1.12;Jun 10;Analyst
51-9191.00;2.B.3.g;Operation Monitoring;3.5;Jun 10;Analyst
51-9191.00;2.B.3.h;Operation and Control;3.62;Jun 10;Analyst
51-9191.00;2.B.3.j;Equipment Maintenance;2.88;Jun 10;Analyst
51-9191.00;2.B.3.k;Troubleshooting;2.88;Jun 10;Analyst
51-9191.00;2.B.3.l;Repairing;2.88;Jun 10;Analyst
51-9191.00;2.B.3.m;Quality Control Analysis;3.25;Jun 10;Analyst
51-9191.00;2.B.4.e;Judgment and Decision Making;2.88;Jun 10;Analyst
51-9191.00;2.B.4.g;Systems Analysis;2.62;Jun 10;Analyst
51-9191.00;2.B.4.h;Systems Evaluation;2.38;Jun 10;Analyst
51-9191.00;2.B.5.a;Time Management;3.12;Jun 10;Analyst
51-9191.00;2.B.5.b;Management of Financial Resources;1.88;Jun 10;Analyst
51-9191.00;2.B.5.c;Management of Material Resources;2.25;Jun 10;Analyst
51-9191.00;2.B.5.d;Management of Personnel Resources;2.5;Jun 10;Analyst
51-9192.00;2.A.1.a;Reading Comprehension;2.5;Jun 10;Analyst
51-9192.00;2.A.1.b;Active Listening;2.75;Jun 10;Analyst
51-9192.00;2.A.1.c;Writing;2.38;Jun 10;Analyst
51-9192.00;2.A.1.d;Speaking;2.62;Jun 10;Analyst
51-9192.00;2.A.1.e;Mathematics;1.75;Jun 10;Analyst
51-9192.00;2.A.1.f;Science;1.75;Jun 10;Analyst
51-9192.00;2.A.2.a;Critical Thinking;2.88;Jun 10;Analyst
51-9192.00;2.A.2.b;Active Learning;2.38;Jun 10;Analyst
51-9192.00;2.A.2.c;Learning Strategies;2.25;Jun 10;Analyst
51-9192.00;2.A.2.d;Monitoring;3;Jun 10;Analyst
51-9192.00;2.B.1.a;Social Perceptiveness;2.62;Jun 10;Analyst
51-9192.00;2.B.1.b;Coordination;2.5;Jun 10;Analyst
51-9192.00;2.B.1.c;Persuasion;2.12;Jun 10;Analyst
51-9192.00;2.B.1.d;Negotiation;2;Jun 10;Analyst
51-9192.00;2.B.1.e;Instructing;2.38;Jun 10;Analyst
51-9192.00;2.B.1.f;Service Orientation;2.12;Jun 10;Analyst
51-9192.00;2.B.2.i;Complex Problem Solving;2.5;Jun 10;Analyst
51-9192.00;2.B.3.a;Operations Analysis;1.5;Jun 10;Analyst
51-9192.00;2.B.3.b;Technology Design;1;Jun 10;Analyst
51-9192.00;2.B.3.c;Equipment Selection;1.5;Jun 10;Analyst
51-9192.00;2.B.3.d;Installation;1;Jun 10;Analyst
51-9192.00;2.B.3.e;Programming;1;Jun 10;Analyst
51-9192.00;2.B.3.g;Operation Monitoring;3.12;Jun 10;Analyst
51-9192.00;2.B.3.h;Operation and Control;3.25;Jun 10;Analyst
51-9192.00;2.B.3.j;Equipment Maintenance;1.75;Jun 10;Analyst
51-9192.00;2.B.3.k;Troubleshooting;2.12;Jun 10;Analyst
51-9192.00;2.B.3.l;Repairing;1.38;Jun 10;Analyst
51-9192.00;2.B.3.m;Quality Control Analysis;2.5;Jun 10;Analyst
51-9192.00;2.B.4.e;Judgment and Decision Making;2.88;Jun 10;Analyst
51-9192.00;2.B.4.g;Systems Analysis;1.88;Jun 10;Analyst
51-9192.00;2.B.4.h;Systems Evaluation;2;Jun 10;Analyst
51-9192.00;2.B.5.a;Time Management;2.75;Jun 10;Analyst
51-9192.00;2.B.5.b;Management of Financial Resources;1;Jun 10;Analyst
51-9192.00;2.B.5.c;Management of Material Resources;1;Jun 10;Analyst
51-9192.00;2.B.5.d;Management of Personnel Resources;2.38;Jun 10;Analyst
51-9193.00;2.A.1.a;Reading Comprehension;3.25;Jun 10;Analyst
51-9193.00;2.A.1.b;Active Listening;3.25;Jun 10;Analyst
51-9193.00;2.A.1.c;Writing;3.12;Jun 10;Analyst
51-9193.00;2.A.1.d;Speaking;3;Jun 10;Analyst
51-9193.00;2.A.1.e;Mathematics;2.5;Jun 10;Analyst
51-9193.00;2.A.1.f;Science;1.5;Jun 10;Analyst
51-9193.00;2.A.2.a;Critical Thinking;3.75;Jun 10;Analyst
51-9193.00;2.A.2.b;Active Learning;3;Jun 10;Analyst
51-9193.00;2.A.2.c;Learning Strategies;2.5;Jun 10;Analyst
51-9193.00;2.A.2.d;Monitoring;3.88;Jun 10;Analyst
51-9193.00;2.B.1.a;Social Perceptiveness;2.88;Jun 10;Analyst
51-9193.00;2.B.1.b;Coordination;2.88;Jun 10;Analyst
51-9193.00;2.B.1.c;Persuasion;2.5;Jun 10;Analyst
51-9193.00;2.B.1.d;Negotiation;2.25;Jun 10;Analyst
51-9193.00;2.B.1.e;Instructing;2.62;Jun 10;Analyst
51-9193.00;2.B.1.f;Service Orientation;2.38;Jun 10;Analyst
51-9193.00;2.B.2.i;Complex Problem Solving;3.5;Jun 10;Analyst
51-9193.00;2.B.3.a;Operations Analysis;2;Jun 10;Analyst
51-9193.00;2.B.3.b;Technology Design;1.38;Jun 10;Analyst
51-9193.00;2.B.3.c;Equipment Selection;3;Jun 10;Analyst
51-9193.00;2.B.3.d;Installation;1.62;Jun 10;Analyst
51-9193.00;2.B.3.e;Programming;1.62;Jun 10;Analyst
51-9193.00;2.B.3.g;Operation Monitoring;4;Jun 10;Analyst
51-9193.00;2.B.3.h;Operation and Control;3.62;Jun 10;Analyst
51-9193.00;2.B.3.j;Equipment Maintenance;3.12;Jun 10;Analyst
51-9193.00;2.B.3.k;Troubleshooting;3.38;Jun 10;Analyst
51-9193.00;2.B.3.l;Repairing;3;Jun 10;Analyst
51-9193.00;2.B.3.m;Quality Control Analysis;3.25;Jun 10;Analyst
51-9193.00;2.B.4.e;Judgment and Decision Making;3.12;Jun 10;Analyst
51-9193.00;2.B.4.g;Systems Analysis;2.25;Jun 10;Analyst
51-9193.00;2.B.4.h;Systems Evaluation;2.38;Jun 10;Analyst
51-9193.00;2.B.5.a;Time Management;3;Jun 10;Analyst
51-9193.00;2.B.5.b;Management of Financial Resources;2;Jun 10;Analyst
51-9193.00;2.B.5.c;Management of Material Resources;2.25;Jun 10;Analyst
51-9193.00;2.B.5.d;Management of Personnel Resources;2.62;Jun 10;Analyst
51-9194.00;2.A.1.a;Reading Comprehension;3;Jun 10;Analyst
51-9194.00;2.A.1.b;Active Listening;3.25;Jun 10;Analyst
51-9194.00;2.A.1.c;Writing;2.25;Jun 10;Analyst
51-9194.00;2.A.1.d;Speaking;3.12;Jun 10;Analyst
51-9194.00;2.A.1.e;Mathematics;2.25;Jun 10;Analyst
51-9194.00;2.A.1.f;Science;1.25;Jun 10;Analyst
51-9194.00;2.A.2.a;Critical Thinking;3.38;Jun 10;Analyst
51-9194.00;2.A.2.b;Active Learning;2.38;Jun 10;Analyst
51-9194.00;2.A.2.c;Learning Strategies;2.12;Jun 10;Analyst
51-9194.00;2.A.2.d;Monitoring;2.75;Jun 10;Analyst
51-9194.00;2.B.1.a;Social Perceptiveness;2.75;Jun 10;Analyst
51-9194.00;2.B.1.b;Coordination;2.62;Jun 10;Analyst
51-9194.00;2.B.1.c;Persuasion;2.25;Jun 10;Analyst
51-9194.00;2.B.1.d;Negotiation;2;Jun 10;Analyst
51-9194.00;2.B.1.e;Instructing;2;Jun 10;Analyst
51-9194.00;2.B.1.f;Service Orientation;2.38;Jun 10;Analyst
51-9194.00;2.B.2.i;Complex Problem Solving;2.5;Jun 10;Analyst
51-9194.00;2.B.3.a;Operations Analysis;2.38;Jun 10;Analyst
51-9194.00;2.B.3.b;Technology Design;1.62;Jun 10;Analyst
51-9194.00;2.B.3.c;Equipment Selection;2.25;Jun 10;Analyst
51-9194.00;2.B.3.d;Installation;1.12;Jun 10;Analyst
51-9194.00;2.B.3.e;Programming;1.5;Jun 10;Analyst
51-9194.00;2.B.3.g;Operation Monitoring;3.12;Jun 10;Analyst
51-9194.00;2.B.3.h;Operation and Control;2.88;Jun 10;Analyst
51-9194.00;2.B.3.j;Equipment Maintenance;2.5;Jun 10;Analyst
51-9194.00;2.B.3.k;Troubleshooting;2.62;Jun 10;Analyst
51-9194.00;2.B.3.l;Repairing;1.88;Jun 10;Analyst
51-9194.00;2.B.3.m;Quality Control Analysis;3;Jun 10;Analyst
51-9194.00;2.B.4.e;Judgment and Decision Making;3;Jun 10;Analyst
51-9194.00;2.B.4.g;Systems Analysis;1.88;Jun 10;Analyst
51-9194.00;2.B.4.h;Systems Evaluation;1.75;Jun 10;Analyst
51-9194.00;2.B.5.a;Time Management;3.25;Jun 10;Analyst
51-9194.00;2.B.5.b;Management of Financial Resources;1.5;Jun 10;Analyst
51-9194.00;2.B.5.c;Management of Material Resources;1.62;Jun 10;Analyst
51-9194.00;2.B.5.d;Management of Personnel Resources;2.25;Jun 10;Analyst
51-9195.03;2.A.1.a;Reading Comprehension;2.88;Jun 10;Analyst
51-9195.03;2.A.1.b;Active Listening;3;Jun 10;Analyst
51-9195.03;2.A.1.c;Writing;2;Jun 10;Analyst
51-9195.03;2.A.1.d;Speaking;2.5;Jun 10;Analyst
51-9195.03;2.A.1.e;Mathematics;1.88;Jun 10;Analyst
51-9195.03;2.A.1.f;Science;1.25;Jun 10;Analyst
51-9195.03;2.A.2.a;Critical Thinking;2.88;Jun 10;Analyst
51-9195.03;2.A.2.b;Active Learning;2.25;Jun 10;Analyst
51-9195.03;2.A.2.c;Learning Strategies;2;Jun 10;Analyst
51-9195.03;2.A.2.d;Monitoring;2.75;Jun 10;Analyst
51-9195.03;2.B.1.a;Social Perceptiveness;2.88;Jun 10;Analyst
51-9195.03;2.B.1.b;Coordination;2.38;Jun 10;Analyst
51-9195.03;2.B.1.c;Persuasion;1.88;Jun 10;Analyst
51-9195.03;2.B.1.d;Negotiation;1.88;Jun 10;Analyst
51-9195.03;2.B.1.e;Instructing;2.12;Jun 10;Analyst
51-9195.03;2.B.1.f;Service Orientation;1.88;Jun 10;Analyst
51-9195.03;2.B.2.i;Complex Problem Solving;2.5;Jun 10;Analyst
51-9195.03;2.B.3.a;Operations Analysis;2.38;Jun 10;Analyst
51-9195.03;2.B.3.b;Technology Design;1.62;Jun 10;Analyst
51-9195.03;2.B.3.c;Equipment Selection;1.5;Jun 10;Analyst
51-9195.03;2.B.3.d;Installation;1;Jun 10;Analyst
51-9195.03;2.B.3.e;Programming;1;Jun 10;Analyst
51-9195.03;2.B.3.g;Operation Monitoring;2.38;Jun 10;Analyst
51-9195.03;2.B.3.h;Operation and Control;2.38;Jun 10;Analyst
51-9195.03;2.B.3.j;Equipment Maintenance;1.12;Jun 10;Analyst
51-9195.03;2.B.3.k;Troubleshooting;1.75;Jun 10;Analyst
51-9195.03;2.B.3.l;Repairing;1;Jun 10;Analyst
51-9195.03;2.B.3.m;Quality Control Analysis;2.25;Jun 10;Analyst
51-9195.03;2.B.4.e;Judgment and Decision Making;2.5;Jun 10;Analyst
51-9195.03;2.B.4.g;Systems Analysis;1.88;Jun 10;Analyst
51-9195.03;2.B.4.h;Systems Evaluation;1.75;Jun 10;Analyst
51-9195.03;2.B.5.a;Time Management;2.62;Jun 10;Analyst
51-9195.03;2.B.5.b;Management of Financial Resources;1.38;Jun 10;Analyst
51-9195.03;2.B.5.c;Management of Material Resources;1.62;Jun 10;Analyst
51-9195.03;2.B.5.d;Management of Personnel Resources;2.12;Jun 10;Analyst
51-9195.04;2.A.1.a;Reading Comprehension;3.12;Jun 10;Analyst
51-9195.04;2.A.1.b;Active Listening;3.25;Jun 10;Analyst
51-9195.04;2.A.1.c;Writing;2.62;Jun 10;Analyst
51-9195.04;2.A.1.d;Speaking;3.12;Jun 10;Analyst
51-9195.04;2.A.1.e;Mathematics;2.62;Jun 10;Analyst
51-9195.04;2.A.1.f;Science;1.62;Jun 10;Analyst
51-9195.04;2.A.2.a;Critical Thinking;3;Jun 10;Analyst
51-9195.04;2.A.2.b;Active Learning;2.75;Jun 10;Analyst
51-9195.04;2.A.2.c;Learning Strategies;2.62;Jun 10;Analyst
51-9195.04;2.A.2.d;Monitoring;3.62;Jun 10;Analyst
51-9195.04;2.B.1.a;Social Perceptiveness;3;Jun 10;Analyst
51-9195.04;2.B.1.b;Coordination;3;Jun 10;Analyst
51-9195.04;2.B.1.c;Persuasion;2.5;Jun 10;Analyst
51-9195.04;2.B.1.d;Negotiation;2.25;Jun 10;Analyst
51-9195.04;2.B.1.e;Instructing;2.5;Jun 10;Analyst
51-9195.04;2.B.1.f;Service Orientation;2.25;Jun 10;Analyst
51-9195.04;2.B.2.i;Complex Problem Solving;3.12;Jun 10;Analyst
51-9195.04;2.B.3.a;Operations Analysis;2.38;Jun 10;Analyst
51-9195.04;2.B.3.b;Technology Design;1.62;Jun 10;Analyst
51-9195.04;2.B.3.c;Equipment Selection;2.62;Jun 10;Analyst
51-9195.04;2.B.3.d;Installation;1.12;Jun 10;Analyst
51-9195.04;2.B.3.e;Programming;1.5;Jun 10;Analyst
51-9195.04;2.B.3.g;Operation Monitoring;3.5;Jun 10;Analyst
51-9195.04;2.B.3.h;Operation and Control;3.5;Jun 10;Analyst
51-9195.04;2.B.3.j;Equipment Maintenance;2.62;Jun 10;Analyst
51-9195.04;2.B.3.k;Troubleshooting;2.62;Jun 10;Analyst
51-9195.04;2.B.3.l;Repairing;2.62;Jun 10;Analyst
51-9195.04;2.B.3.m;Quality Control Analysis;3.5;Jun 10;Analyst
51-9195.04;2.B.4.e;Judgment and Decision Making;3.12;Jun 10;Analyst
51-9195.04;2.B.4.g;Systems Analysis;2.5;Jun 10;Analyst
51-9195.04;2.B.4.h;Systems Evaluation;2.5;Jun 10;Analyst
51-9195.04;2.B.5.a;Time Management;3;Jun 10;Analyst
51-9195.04;2.B.5.b;Management of Financial Resources;2;Jun 10;Analyst
51-9195.04;2.B.5.c;Management of Material Resources;2.5;Jun 10;Analyst
51-9195.04;2.B.5.d;Management of Personnel Resources;2.62;Jun 10;Analyst
51-9195.05;2.A.1.a;Reading Comprehension;2.88;Jun 10;Analyst
51-9195.05;2.A.1.b;Active Listening;3;Jun 10;Analyst
51-9195.05;2.A.1.c;Writing;2.5;Jun 10;Analyst
51-9195.05;2.A.1.d;Speaking;2.88;Jun 10;Analyst
51-9195.05;2.A.1.e;Mathematics;1.88;Jun 10;Analyst
51-9195.05;2.A.1.f;Science;1.75;Jun 10;Analyst
51-9195.05;2.A.2.a;Critical Thinking;3.12;Jun 10;Analyst
51-9195.05;2.A.2.b;Active Learning;2.38;Jun 10;Analyst
51-9195.05;2.A.2.c;Learning Strategies;2;Jun 10;Analyst
51-9195.05;2.A.2.d;Monitoring;3.12;Jun 10;Analyst
51-9195.05;2.B.1.a;Social Perceptiveness;2.88;Jun 10;Analyst
51-9195.05;2.B.1.b;Coordination;2.75;Jun 10;Analyst
51-9195.05;2.B.1.c;Persuasion;2.25;Jun 10;Analyst
51-9195.05;2.B.1.d;Negotiation;1.75;Jun 10;Analyst
51-9195.05;2.B.1.e;Instructing;2.12;Jun 10;Analyst
51-9195.05;2.B.1.f;Service Orientation;2.62;Jun 10;Analyst
51-9195.05;2.B.2.i;Complex Problem Solving;2.62;Jun 10;Analyst
51-9195.05;2.B.3.a;Operations Analysis;2.38;Jun 10;Analyst
51-9195.05;2.B.3.b;Technology Design;1.88;Jun 10;Analyst
51-9195.05;2.B.3.c;Equipment Selection;1.25;Jun 10;Analyst
51-9195.05;2.B.3.d;Installation;1;Jun 10;Analyst
51-9195.05;2.B.3.e;Programming;1.38;Jun 10;Analyst
51-9195.05;2.B.3.g;Operation Monitoring;3.38;Jun 10;Analyst
51-9195.05;2.B.3.h;Operation and Control;3.12;Jun 10;Analyst
51-9195.05;2.B.3.j;Equipment Maintenance;1;Jun 10;Analyst
51-9195.05;2.B.3.k;Troubleshooting;2.12;Jun 10;Analyst
51-9195.05;2.B.3.l;Repairing;1;Jun 10;Analyst
51-9195.05;2.B.3.m;Quality Control Analysis;2.75;Jun 10;Analyst
51-9195.05;2.B.4.e;Judgment and Decision Making;2.75;Jun 10;Analyst
51-9195.05;2.B.4.g;Systems Analysis;2;Jun 10;Analyst
51-9195.05;2.B.4.h;Systems Evaluation;1.62;Jun 10;Analyst
51-9195.05;2.B.5.a;Time Management;2.62;Jun 10;Analyst
51-9195.05;2.B.5.b;Management of Financial Resources;1.75;Jun 10;Analyst
51-9195.05;2.B.5.c;Management of Material Resources;2;Jun 10;Analyst
51-9195.05;2.B.5.d;Management of Personnel Resources;2.12;Jun 10;Analyst
51-9195.07;2.A.1.a;Reading Comprehension;3.12;Jun 10;Analyst
51-9195.07;2.A.1.b;Active Listening;3;Jun 10;Analyst
51-9195.07;2.A.1.c;Writing;2.5;Jun 10;Analyst
51-9195.07;2.A.1.d;Speaking;2.88;Jun 10;Analyst
51-9195.07;2.A.1.e;Mathematics;2.62;Jun 10;Analyst
51-9195.07;2.A.1.f;Science;1.25;Jun 10;Analyst
51-9195.07;2.A.2.a;Critical Thinking;3.12;Jun 10;Analyst
51-9195.07;2.A.2.b;Active Learning;2.75;Jun 10;Analyst
51-9195.07;2.A.2.c;Learning Strategies;2.5;Jun 10;Analyst
51-9195.07;2.A.2.d;Monitoring;3.12;Jun 10;Analyst
51-9195.07;2.B.1.a;Social Perceptiveness;2.75;Jun 10;Analyst
51-9195.07;2.B.1.b;Coordination;2.88;Jun 10;Analyst
51-9195.07;2.B.1.c;Persuasion;2.25;Jun 10;Analyst
51-9195.07;2.B.1.d;Negotiation;2.25;Jun 10;Analyst
51-9195.07;2.B.1.e;Instructing;2.5;Jun 10;Analyst
51-9195.07;2.B.1.f;Service Orientation;2.25;Jun 10;Analyst
51-9195.07;2.B.2.i;Complex Problem Solving;3.12;Jun 10;Analyst
51-9195.07;2.B.3.a;Operations Analysis;1.62;Jun 10;Analyst
51-9195.07;2.B.3.b;Technology Design;1.25;Jun 10;Analyst
51-9195.07;2.B.3.c;Equipment Selection;2.38;Jun 10;Analyst
51-9195.07;2.B.3.d;Installation;1.25;Jun 10;Analyst
51-9195.07;2.B.3.e;Programming;1;Jun 10;Analyst
51-9195.07;2.B.3.g;Operation Monitoring;3.62;Jun 10;Analyst
51-9195.07;2.B.3.h;Operation and Control;3.12;Jun 10;Analyst
51-9195.07;2.B.3.j;Equipment Maintenance;2.62;Jun 10;Analyst
51-9195.07;2.B.3.k;Troubleshooting;2.62;Jun 10;Analyst
51-9195.07;2.B.3.l;Repairing;2.75;Jun 10;Analyst
51-9195.07;2.B.3.m;Quality Control Analysis;3;Jun 10;Analyst
51-9195.07;2.B.4.e;Judgment and Decision Making;3.12;Jun 10;Analyst
51-9195.07;2.B.4.g;Systems Analysis;2.12;Jun 10;Analyst
51-9195.07;2.B.4.h;Systems Evaluation;2.12;Jun 10;Analyst
51-9195.07;2.B.5.a;Time Management;2.88;Jun 10;Analyst
51-9195.07;2.B.5.b;Management of Financial Resources;1.62;Jun 10;Analyst
51-9195.07;2.B.5.c;Management of Material Resources;2.12;Jun 10;Analyst
51-9195.07;2.B.5.d;Management of Personnel Resources;2.38;Jun 10;Analyst
51-9196.00;2.A.1.a;Reading Comprehension;2.75;Jun 10;Analyst
51-9196.00;2.A.1.b;Active Listening;2.88;Jun 10;Analyst
51-9196.00;2.A.1.c;Writing;2.12;Jun 10;Analyst
51-9196.00;2.A.1.d;Speaking;2.88;Jun 10;Analyst
51-9196.00;2.A.1.e;Mathematics;2.12;Jun 10;Analyst
51-9196.00;2.A.1.f;Science;1.25;Jun 10;Analyst
51-9196.00;2.A.2.a;Critical Thinking;3;Jun 10;Analyst
51-9196.00;2.A.2.b;Active Learning;2.5;Jun 10;Analyst
51-9196.00;2.A.2.c;Learning Strategies;2.25;Jun 10;Analyst
51-9196.00;2.A.2.d;Monitoring;3.25;Jun 10;Analyst
51-9196.00;2.B.1.a;Social Perceptiveness;2.88;Jun 10;Analyst
51-9196.00;2.B.1.b;Coordination;3;Jun 10;Analyst
