onet_soc_2010;element_id;element_name;date;source;value
49-9063.00;4.C.2.c.1.a;Exposed to Radiation;Dez 06;Occupational Expert;1
49-9063.00;4.C.2.c.1.b;Exposed to Disease or Infections;Dez 06;Occupational Expert;1.3796
49-9063.00;4.C.2.c.1.c;Exposed to High Places;Dez 06;Occupational Expert;1
49-9063.00;4.C.2.c.1.d;Exposed to Hazardous Conditions;Dez 06;Occupational Expert;2.7329
49-9063.00;4.C.2.c.1.e;Exposed to Hazardous Equipment;Dez 06;Occupational Expert;3.6998
49-9063.00;4.C.2.c.1.f;Exposed to Minor Burns, Cuts, Bites, or Stings;Dez 06;Occupational Expert;2.9003
49-9064.00;4.C.2.b.1.a;Sounds, Noise Levels Are Distracting or Uncomfortable;Jun 08;Incumbent;1.2579
49-9064.00;4.C.2.b.1.b;Very Hot or Cold Temperatures;Jun 08;Incumbent;1.0989
49-9064.00;4.C.2.b.1.c;Extremely Bright or Inadequate Lighting;Jun 08;Incumbent;1.2957
49-9064.00;4.C.2.b.1.d;Exposed to Contaminants;Jun 08;Incumbent;3.573
49-9064.00;4.C.2.b.1.e;Cramped Work Space, Awkward Positions;Jun 08;Incumbent;1.2936
49-9064.00;4.C.2.b.1.f;Exposed to Whole Body Vibration;Jun 08;Incumbent;1
49-9064.00;4.C.2.c.1.a;Exposed to Radiation;Jun 08;Incumbent;1
49-9064.00;4.C.2.c.1.b;Exposed to Disease or Infections;Jun 08;Incumbent;1.4058
49-9064.00;4.C.2.c.1.c;Exposed to High Places;Jun 08;Incumbent;1.0797
49-9064.00;4.C.2.c.1.d;Exposed to Hazardous Conditions;Jun 08;Incumbent;2.0045
49-9064.00;4.C.2.c.1.e;Exposed to Hazardous Equipment;Jun 08;Incumbent;2.8804
49-9064.00;4.C.2.c.1.f;Exposed to Minor Burns, Cuts, Bites, or Stings;Jun 08;Incumbent;3.1045
49-9071.00;4.C.2.b.1.a;Sounds, Noise Levels Are Distracting or Uncomfortable;Jul 04;Incumbent;3.6738
49-9071.00;4.C.2.b.1.b;Very Hot or Cold Temperatures;Jul 04;Incumbent;3.5281
49-9071.00;4.C.2.b.1.c;Extremely Bright or Inadequate Lighting;Jul 04;Incumbent;3.186
49-9071.00;4.C.2.b.1.d;Exposed to Contaminants;Jul 04;Incumbent;3.5543
49-9071.00;4.C.2.b.1.e;Cramped Work Space, Awkward Positions;Jul 04;Incumbent;3.3115
49-9071.00;4.C.2.b.1.f;Exposed to Whole Body Vibration;Jul 04;Incumbent;1.8967
49-9071.00;4.C.2.c.1.a;Exposed to Radiation;Jul 04;Incumbent;1.1507
49-9071.00;4.C.2.c.1.b;Exposed to Disease or Infections;Jul 04;Incumbent;2.5264
49-9071.00;4.C.2.c.1.c;Exposed to High Places;Jul 04;Incumbent;2.9123
49-9071.00;4.C.2.c.1.d;Exposed to Hazardous Conditions;Jul 04;Incumbent;3.1944
49-9071.00;4.C.2.c.1.e;Exposed to Hazardous Equipment;Jul 04;Incumbent;3.5338
49-9071.00;4.C.2.c.1.f;Exposed to Minor Burns, Cuts, Bites, or Stings;Jul 04;Incumbent;3.9046
49-9091.00;4.C.2.b.1.a;Sounds, Noise Levels Are Distracting or Uncomfortable;Jun 07;Incumbent;4.1543
49-9091.00;4.C.2.b.1.b;Very Hot or Cold Temperatures;Jun 07;Incumbent;4.3501
49-9091.00;4.C.2.b.1.c;Extremely Bright or Inadequate Lighting;Jun 07;Incumbent;4.3613
49-9091.00;4.C.2.b.1.d;Exposed to Contaminants;Jun 07;Incumbent;2.1184
49-9091.00;4.C.2.b.1.e;Cramped Work Space, Awkward Positions;Jun 07;Incumbent;2.8381
49-9091.00;4.C.2.b.1.f;Exposed to Whole Body Vibration;Jun 07;Incumbent;1.121
49-9091.00;4.C.2.c.1.a;Exposed to Radiation;Jun 07;Incumbent;1.0157
49-9091.00;4.C.2.c.1.b;Exposed to Disease or Infections;Jun 07;Incumbent;1.2806
49-9091.00;4.C.2.c.1.c;Exposed to High Places;Jun 07;Incumbent;1.1415
49-9091.00;4.C.2.c.1.d;Exposed to Hazardous Conditions;Jun 07;Incumbent;1.5109
49-9091.00;4.C.2.c.1.e;Exposed to Hazardous Equipment;Jun 07;Incumbent;1.6845
49-9091.00;4.C.2.c.1.f;Exposed to Minor Burns, Cuts, Bites, or Stings;Jun 07;Incumbent;3.021
49-9092.00;4.C.2.b.1.a;Sounds, Noise Levels Are Distracting or Uncomfortable;Jun 07;Incumbent;4.26
49-9092.00;4.C.2.b.1.b;Very Hot or Cold Temperatures;Jun 07;Incumbent;3.78
49-9092.00;4.C.2.b.1.c;Extremely Bright or Inadequate Lighting;Jun 07;Incumbent;3.5654
49-9092.00;4.C.2.b.1.d;Exposed to Contaminants;Jun 07;Incumbent;3.5436
49-9092.00;4.C.2.b.1.e;Cramped Work Space, Awkward Positions;Jun 07;Incumbent;3.507
49-9092.00;4.C.2.b.1.f;Exposed to Whole Body Vibration;Jun 07;Incumbent;3.1797
49-9092.00;4.C.2.c.1.a;Exposed to Radiation;Jun 07;Incumbent;1.465
49-9092.00;4.C.2.c.1.b;Exposed to Disease or Infections;Jun 07;Incumbent;1.4309
49-9092.00;4.C.2.c.1.c;Exposed to High Places;Jun 07;Incumbent;2.8676
49-9092.00;4.C.2.c.1.d;Exposed to Hazardous Conditions;Jun 07;Incumbent;3.1132
49-9092.00;4.C.2.c.1.e;Exposed to Hazardous Equipment;Jun 07;Incumbent;3.7721
49-9092.00;4.C.2.c.1.f;Exposed to Minor Burns, Cuts, Bites, or Stings;Jun 07;Incumbent;3.626
49-9093.00;4.C.2.b.1.a;Sounds, Noise Levels Are Distracting or Uncomfortable;Jun 08;Incumbent;3.8928
49-9093.00;4.C.2.b.1.b;Very Hot or Cold Temperatures;Jun 08;Incumbent;2.5666
49-9093.00;4.C.2.b.1.c;Extremely Bright or Inadequate Lighting;Jun 08;Incumbent;2.908
49-9093.00;4.C.2.b.1.d;Exposed to Contaminants;Jun 08;Incumbent;4.0661
49-9093.00;4.C.2.b.1.e;Cramped Work Space, Awkward Positions;Jun 08;Incumbent;1.7949
49-9093.00;4.C.2.b.1.f;Exposed to Whole Body Vibration;Jun 08;Incumbent;1.0284
49-9093.00;4.C.2.c.1.a;Exposed to Radiation;Jun 08;Incumbent;1.3162
49-9093.00;4.C.2.c.1.b;Exposed to Disease or Infections;Jun 08;Incumbent;2.0288
49-9093.00;4.C.2.c.1.c;Exposed to High Places;Jun 08;Incumbent;1.9725
49-9093.00;4.C.2.c.1.d;Exposed to Hazardous Conditions;Jun 08;Incumbent;3.1964
49-9093.00;4.C.2.c.1.e;Exposed to Hazardous Equipment;Jun 08;Incumbent;2.7374
49-9093.00;4.C.2.c.1.f;Exposed to Minor Burns, Cuts, Bites, or Stings;Jun 08;Incumbent;2.2758
49-9094.00;4.C.2.b.1.a;Sounds, Noise Levels Are Distracting or Uncomfortable;Jun 10;Occupational Expert;3.2605
49-9094.00;4.C.2.b.1.b;Very Hot or Cold Temperatures;Jun 10;Occupational Expert;3.6819
49-9094.00;4.C.2.b.1.c;Extremely Bright or Inadequate Lighting;Jun 10;Occupational Expert;3.4345
49-9094.00;4.C.2.b.1.d;Exposed to Contaminants;Jun 10;Occupational Expert;2.8261
49-9094.00;4.C.2.b.1.e;Cramped Work Space, Awkward Positions;Jun 10;Occupational Expert;3.6521
49-9094.00;4.C.2.b.1.f;Exposed to Whole Body Vibration;Jun 10;Occupational Expert;1.5458
49-9094.00;4.C.2.c.1.a;Exposed to Radiation;Jun 10;Occupational Expert;1
49-9094.00;4.C.2.c.1.b;Exposed to Disease or Infections;Jun 10;Occupational Expert;1.2174
49-9094.00;4.C.2.c.1.c;Exposed to High Places;Jun 10;Occupational Expert;1.9131
49-9094.00;4.C.2.c.1.d;Exposed to Hazardous Conditions;Jun 10;Occupational Expert;1.4549
49-9094.00;4.C.2.c.1.e;Exposed to Hazardous Equipment;Jun 10;Occupational Expert;3.5455
49-9094.00;4.C.2.c.1.f;Exposed to Minor Burns, Cuts, Bites, or Stings;Jun 10;Occupational Expert;2.5653
49-9095.00;4.C.2.b.1.a;Sounds, Noise Levels Are Distracting or Uncomfortable;Jun 07;Incumbent;4.5404
49-9095.00;4.C.2.b.1.b;Very Hot or Cold Temperatures;Jun 07;Incumbent;3.9683
49-9095.00;4.C.2.b.1.c;Extremely Bright or Inadequate Lighting;Jun 07;Incumbent;2.8577
49-9095.00;4.C.2.b.1.d;Exposed to Contaminants;Jun 07;Incumbent;3.7516
49-9095.00;4.C.2.b.1.e;Cramped Work Space, Awkward Positions;Jun 07;Incumbent;3.932
49-9095.00;4.C.2.b.1.f;Exposed to Whole Body Vibration;Jun 07;Incumbent;2.9211
49-9095.00;4.C.2.c.1.a;Exposed to Radiation;Jun 07;Incumbent;1.0204
49-9095.00;4.C.2.c.1.b;Exposed to Disease or Infections;Jun 07;Incumbent;1.0462
49-9095.00;4.C.2.c.1.c;Exposed to High Places;Jun 07;Incumbent;3.4015
49-9095.00;4.C.2.c.1.d;Exposed to Hazardous Conditions;Jun 07;Incumbent;2.8203
49-9095.00;4.C.2.c.1.e;Exposed to Hazardous Equipment;Jun 07;Incumbent;4.9081
49-9095.00;4.C.2.c.1.f;Exposed to Minor Burns, Cuts, Bites, or Stings;Jun 07;Incumbent;3.8436
49-9096.00;4.C.2.b.1.a;Sounds, Noise Levels Are Distracting or Uncomfortable;Jun 07;Incumbent;4.1662
49-9096.00;4.C.2.b.1.b;Very Hot or Cold Temperatures;Jun 07;Incumbent;4.1221
49-9096.00;4.C.2.b.1.c;Extremely Bright or Inadequate Lighting;Jun 07;Incumbent;3.3289
49-9096.00;4.C.2.b.1.d;Exposed to Contaminants;Jun 07;Incumbent;3.7023
49-9096.00;4.C.2.b.1.e;Cramped Work Space, Awkward Positions;Jun 07;Incumbent;3.4839
49-9096.00;4.C.2.b.1.f;Exposed to Whole Body Vibration;Jun 07;Incumbent;2.6138
49-9096.00;4.C.2.c.1.a;Exposed to Radiation;Jun 07;Incumbent;1.8108
49-9096.00;4.C.2.c.1.b;Exposed to Disease or Infections;Jun 07;Incumbent;1.6097
49-9096.00;4.C.2.c.1.c;Exposed to High Places;Jun 07;Incumbent;3.4708
49-9096.00;4.C.2.c.1.d;Exposed to Hazardous Conditions;Jun 07;Incumbent;2.6812
49-9096.00;4.C.2.c.1.e;Exposed to Hazardous Equipment;Jun 07;Incumbent;3.9497
49-9096.00;4.C.2.c.1.f;Exposed to Minor Burns, Cuts, Bites, or Stings;Jun 07;Incumbent;3.0308
49-9097.00;4.C.2.b.1.a;Sounds, Noise Levels Are Distracting or Uncomfortable;Jun 07;Incumbent;4.0274
49-9097.00;4.C.2.b.1.b;Very Hot or Cold Temperatures;Jun 07;Incumbent;3.6681
49-9097.00;4.C.2.b.1.c;Extremely Bright or Inadequate Lighting;Jun 07;Incumbent;3.2441
49-9097.00;4.C.2.b.1.d;Exposed to Contaminants;Jun 07;Incumbent;4.1313
49-9097.00;4.C.2.b.1.e;Cramped Work Space, Awkward Positions;Jun 07;Incumbent;2.9887
49-9097.00;4.C.2.b.1.f;Exposed to Whole Body Vibration;Jun 07;Incumbent;1.8234
49-9097.00;4.C.2.c.1.a;Exposed to Radiation;Jun 07;Incumbent;1.0681
49-9097.00;4.C.2.c.1.b;Exposed to Disease or Infections;Jun 07;Incumbent;1.3251
49-9097.00;4.C.2.c.1.c;Exposed to High Places;Jun 07;Incumbent;3.4594
49-9097.00;4.C.2.c.1.d;Exposed to Hazardous Conditions;Jun 07;Incumbent;4.0096
49-9097.00;4.C.2.c.1.e;Exposed to Hazardous Equipment;Jun 07;Incumbent;4.367
49-9097.00;4.C.2.c.1.f;Exposed to Minor Burns, Cuts, Bites, or Stings;Jun 07;Incumbent;3.6261
49-9098.00;4.C.2.b.1.a;Sounds, Noise Levels Are Distracting or Uncomfortable;Jul 04;Incumbent;3.7556
49-9098.00;4.C.2.b.1.b;Very Hot or Cold Temperatures;Jul 04;Incumbent;3.4652
49-9098.00;4.C.2.b.1.c;Extremely Bright or Inadequate Lighting;Jul 04;Incumbent;3.5502
49-9098.00;4.C.2.b.1.d;Exposed to Contaminants;Jul 04;Incumbent;3.5451
49-9098.00;4.C.2.b.1.e;Cramped Work Space, Awkward Positions;Jul 04;Incumbent;3.4724
49-9098.00;4.C.2.b.1.f;Exposed to Whole Body Vibration;Jul 04;Incumbent;2.0006
49-9098.00;4.C.2.c.1.a;Exposed to Radiation;Jul 04;Incumbent;1.7514
49-9098.00;4.C.2.c.1.b;Exposed to Disease or Infections;Jul 04;Incumbent;2.054
49-9098.00;4.C.2.c.1.c;Exposed to High Places;Jul 04;Incumbent;3.3348
49-9098.00;4.C.2.c.1.d;Exposed to Hazardous Conditions;Jul 04;Incumbent;3.964
49-9098.00;4.C.2.c.1.e;Exposed to Hazardous Equipment;Jul 04;Incumbent;4.4683
49-9098.00;4.C.2.c.1.f;Exposed to Minor Burns, Cuts, Bites, or Stings;Jul 04;Incumbent;3.5329
51-1011.00;4.C.2.b.1.a;Sounds, Noise Levels Are Distracting or Uncomfortable;Dez 05;Incumbent;4.0237
51-1011.00;4.C.2.b.1.b;Very Hot or Cold Temperatures;Dez 05;Incumbent;2.662
51-1011.00;4.C.2.b.1.c;Extremely Bright or Inadequate Lighting;Dez 05;Incumbent;2.3316
51-1011.00;4.C.2.b.1.d;Exposed to Contaminants;Dez 05;Incumbent;3.6236
51-1011.00;4.C.2.b.1.e;Cramped Work Space, Awkward Positions;Dez 05;Incumbent;2.0622
51-1011.00;4.C.2.b.1.f;Exposed to Whole Body Vibration;Dez 05;Incumbent;1.2869
51-1011.00;4.C.2.c.1.a;Exposed to Radiation;Dez 05;Incumbent;1.1963
51-1011.00;4.C.2.c.1.b;Exposed to Disease or Infections;Dez 05;Incumbent;1.2945
51-1011.00;4.C.2.c.1.c;Exposed to High Places;Dez 05;Incumbent;1.9489
51-1011.00;4.C.2.c.1.d;Exposed to Hazardous Conditions;Dez 05;Incumbent;2.6048
51-1011.00;4.C.2.c.1.e;Exposed to Hazardous Equipment;Dez 05;Incumbent;3.3223
51-1011.00;4.C.2.c.1.f;Exposed to Minor Burns, Cuts, Bites, or Stings;Dez 05;Incumbent;3.031
51-2011.00;4.C.2.b.1.a;Sounds, Noise Levels Are Distracting or Uncomfortable;Jun 07;Incumbent;4.8557
51-2011.00;4.C.2.b.1.b;Very Hot or Cold Temperatures;Jun 07;Incumbent;3.3526
51-2011.00;4.C.2.b.1.c;Extremely Bright or Inadequate Lighting;Jun 07;Incumbent;3.1638
51-2011.00;4.C.2.b.1.d;Exposed to Contaminants;Jun 07;Incumbent;4.8518
51-2011.00;4.C.2.b.1.e;Cramped Work Space, Awkward Positions;Jun 07;Incumbent;3.835
51-2011.00;4.C.2.b.1.f;Exposed to Whole Body Vibration;Jun 07;Incumbent;2.7369
51-2011.00;4.C.2.c.1.a;Exposed to Radiation;Jun 07;Incumbent;1.0119
51-2011.00;4.C.2.c.1.b;Exposed to Disease or Infections;Jun 07;Incumbent;1.054
51-2011.00;4.C.2.c.1.c;Exposed to High Places;Jun 07;Incumbent;2.3302
51-2011.00;4.C.2.c.1.d;Exposed to Hazardous Conditions;Jun 07;Incumbent;3.9324
51-2011.00;4.C.2.c.1.e;Exposed to Hazardous Equipment;Jun 07;Incumbent;4.4896
51-2011.00;4.C.2.c.1.f;Exposed to Minor Burns, Cuts, Bites, or Stings;Jun 07;Incumbent;3.8461
51-2021.00;4.C.2.b.1.a;Sounds, Noise Levels Are Distracting or Uncomfortable;Dez 06;Incumbent;3.4915
51-2021.00;4.C.2.b.1.b;Very Hot or Cold Temperatures;Dez 06;Incumbent;2.1951
51-2021.00;4.C.2.b.1.c;Extremely Bright or Inadequate Lighting;Dez 06;Incumbent;3.0018
51-2021.00;4.C.2.b.1.d;Exposed to Contaminants;Dez 06;Incumbent;3.5181
51-2021.00;4.C.2.b.1.e;Cramped Work Space, Awkward Positions;Dez 06;Incumbent;1.8908
51-2021.00;4.C.2.b.1.f;Exposed to Whole Body Vibration;Dez 06;Incumbent;1.3147
51-2021.00;4.C.2.c.1.a;Exposed to Radiation;Dez 06;Incumbent;1.3
51-2021.00;4.C.2.c.1.b;Exposed to Disease or Infections;Dez 06;Incumbent;1
51-2021.00;4.C.2.c.1.c;Exposed to High Places;Dez 06;Incumbent;1.4229
51-2021.00;4.C.2.c.1.d;Exposed to Hazardous Conditions;Dez 06;Incumbent;2.7668
51-2021.00;4.C.2.c.1.e;Exposed to Hazardous Equipment;Dez 06;Incumbent;3.0549
51-2021.00;4.C.2.c.1.f;Exposed to Minor Burns, Cuts, Bites, or Stings;Dez 06;Incumbent;3.51
51-2022.00;4.C.2.b.1.a;Sounds, Noise Levels Are Distracting or Uncomfortable;Jun 06;Incumbent;2.6907
51-2022.00;4.C.2.b.1.b;Very Hot or Cold Temperatures;Jun 06;Incumbent;1.3242
51-2022.00;4.C.2.b.1.c;Extremely Bright or Inadequate Lighting;Jun 06;Incumbent;1.4733
51-2022.00;4.C.2.b.1.d;Exposed to Contaminants;Jun 06;Incumbent;3.3469
51-2022.00;4.C.2.b.1.e;Cramped Work Space, Awkward Positions;Jun 06;Incumbent;2.6195
51-2022.00;4.C.2.b.1.f;Exposed to Whole Body Vibration;Jun 06;Incumbent;1.8091
51-2022.00;4.C.2.c.1.a;Exposed to Radiation;Jun 06;Incumbent;1
51-2022.00;4.C.2.c.1.b;Exposed to Disease or Infections;Jun 06;Incumbent;1.1386
51-2022.00;4.C.2.c.1.c;Exposed to High Places;Jun 06;Incumbent;1.1514
51-2022.00;4.C.2.c.1.d;Exposed to Hazardous Conditions;Jun 06;Incumbent;3.0494
51-2022.00;4.C.2.c.1.e;Exposed to Hazardous Equipment;Jun 06;Incumbent;3.4676
51-2022.00;4.C.2.c.1.f;Exposed to Minor Burns, Cuts, Bites, or Stings;Jun 06;Incumbent;2.8181
51-2023.00;4.C.2.b.1.a;Sounds, Noise Levels Are Distracting or Uncomfortable;Jun 07;Incumbent;3.4811
51-2023.00;4.C.2.b.1.b;Very Hot or Cold Temperatures;Jun 07;Incumbent;2.2571
51-2023.00;4.C.2.b.1.c;Extremely Bright or Inadequate Lighting;Jun 07;Incumbent;1.7125
51-2023.00;4.C.2.b.1.d;Exposed to Contaminants;Jun 07;Incumbent;3.5504
51-2023.00;4.C.2.b.1.e;Cramped Work Space, Awkward Positions;Jun 07;Incumbent;2.1205
51-2023.00;4.C.2.b.1.f;Exposed to Whole Body Vibration;Jun 07;Incumbent;1.1716
51-2023.00;4.C.2.c.1.a;Exposed to Radiation;Jun 07;Incumbent;1.0036
51-2023.00;4.C.2.c.1.b;Exposed to Disease or Infections;Jun 07;Incumbent;1.1472
51-2023.00;4.C.2.c.1.c;Exposed to High Places;Jun 07;Incumbent;1.0033
51-2023.00;4.C.2.c.1.d;Exposed to Hazardous Conditions;Jun 07;Incumbent;2.0316
51-2023.00;4.C.2.c.1.e;Exposed to Hazardous Equipment;Jun 07;Incumbent;1.8064
51-2023.00;4.C.2.c.1.f;Exposed to Minor Burns, Cuts, Bites, or Stings;Jun 07;Incumbent;2.5955
51-2031.00;4.C.2.b.1.a;Sounds, Noise Levels Are Distracting or Uncomfortable;Jun 07;Incumbent;4.3009
51-2031.00;4.C.2.b.1.b;Very Hot or Cold Temperatures;Jun 07;Incumbent;2.2613
51-2031.00;4.C.2.b.1.c;Extremely Bright or Inadequate Lighting;Jun 07;Incumbent;2.5712
51-2031.00;4.C.2.b.1.d;Exposed to Contaminants;Jun 07;Incumbent;4.0792
51-2031.00;4.C.2.b.1.e;Cramped Work Space, Awkward Positions;Jun 07;Incumbent;3.2815
51-2031.00;4.C.2.b.1.f;Exposed to Whole Body Vibration;Jun 07;Incumbent;1.3787
51-2031.00;4.C.2.c.1.a;Exposed to Radiation;Jun 07;Incumbent;1.2982
51-2031.00;4.C.2.c.1.b;Exposed to Disease or Infections;Jun 07;Incumbent;1.3485
51-2031.00;4.C.2.c.1.c;Exposed to High Places;Jun 07;Incumbent;1.2144
51-2031.00;4.C.2.c.1.d;Exposed to Hazardous Conditions;Jun 07;Incumbent;2.2346
51-2031.00;4.C.2.c.1.e;Exposed to Hazardous Equipment;Jun 07;Incumbent;3.8156
51-2031.00;4.C.2.c.1.f;Exposed to Minor Burns, Cuts, Bites, or Stings;Jun 07;Incumbent;3.5352
51-2041.00;4.C.2.b.1.a;Sounds, Noise Levels Are Distracting or Uncomfortable;Jun 06;Incumbent;4.0491
51-2041.00;4.C.2.b.1.b;Very Hot or Cold Temperatures;Jun 06;Incumbent;3.6924
51-2041.00;4.C.2.b.1.c;Extremely Bright or Inadequate Lighting;Jun 06;Incumbent;2.9949
51-2041.00;4.C.2.b.1.d;Exposed to Contaminants;Jun 06;Incumbent;4.0648
51-2041.00;4.C.2.b.1.e;Cramped Work Space, Awkward Positions;Jun 06;Incumbent;2.4745
51-2041.00;4.C.2.b.1.f;Exposed to Whole Body Vibration;Jun 06;Incumbent;1.6144
51-2041.00;4.C.2.c.1.a;Exposed to Radiation;Jun 06;Incumbent;1
51-2041.00;4.C.2.c.1.b;Exposed to Disease or Infections;Jun 06;Incumbent;1.405
51-2041.00;4.C.2.c.1.c;Exposed to High Places;Jun 06;Incumbent;1.8954
51-2041.00;4.C.2.c.1.d;Exposed to Hazardous Conditions;Jun 06;Incumbent;2.2239
51-2041.00;4.C.2.c.1.e;Exposed to Hazardous Equipment;Jun 06;Incumbent;3.9409
51-2041.00;4.C.2.c.1.f;Exposed to Minor Burns, Cuts, Bites, or Stings;Jun 06;Incumbent;3.745
51-2091.00;4.C.2.b.1.a;Sounds, Noise Levels Are Distracting or Uncomfortable;Jun 07;Incumbent;3.9954
51-2091.00;4.C.2.b.1.b;Very Hot or Cold Temperatures;Jun 07;Incumbent;3.425
51-2091.00;4.C.2.b.1.c;Extremely Bright or Inadequate Lighting;Jun 07;Incumbent;2.6525
51-2091.00;4.C.2.b.1.d;Exposed to Contaminants;Jun 07;Incumbent;4.412
51-2091.00;4.C.2.b.1.e;Cramped Work Space, Awkward Positions;Jun 07;Incumbent;2.5969
51-2091.00;4.C.2.b.1.f;Exposed to Whole Body Vibration;Jun 07;Incumbent;1.4696
51-2091.00;4.C.2.c.1.a;Exposed to Radiation;Jun 07;Incumbent;1.0374
51-2091.00;4.C.2.c.1.b;Exposed to Disease or Infections;Jun 07;Incumbent;1.1023
51-2091.00;4.C.2.c.1.c;Exposed to High Places;Jun 07;Incumbent;1.2113
51-2091.00;4.C.2.c.1.d;Exposed to Hazardous Conditions;Jun 07;Incumbent;4.0713
51-2091.00;4.C.2.c.1.e;Exposed to Hazardous Equipment;Jun 07;Incumbent;3.2343
51-2091.00;4.C.2.c.1.f;Exposed to Minor Burns, Cuts, Bites, or Stings;Jun 07;Incumbent;2.7886
51-2092.00;4.C.2.b.1.a;Sounds, Noise Levels Are Distracting or Uncomfortable;Dez 05;Incumbent;3.8204
51-2092.00;4.C.2.b.1.b;Very Hot or Cold Temperatures;Dez 05;Incumbent;2.192
51-2092.00;4.C.2.b.1.c;Extremely Bright or Inadequate Lighting;Dez 05;Incumbent;1.9102
51-2092.00;4.C.2.b.1.d;Exposed to Contaminants;Dez 05;Incumbent;3.4507
51-2092.00;4.C.2.b.1.e;Cramped Work Space, Awkward Positions;Dez 05;Incumbent;2.278
51-2092.00;4.C.2.b.1.f;Exposed to Whole Body Vibration;Dez 05;Incumbent;1.1322
51-2092.00;4.C.2.c.1.a;Exposed to Radiation;Dez 05;Incumbent;1
51-2092.00;4.C.2.c.1.b;Exposed to Disease or Infections;Dez 05;Incumbent;1.1021
51-2092.00;4.C.2.c.1.c;Exposed to High Places;Dez 05;Incumbent;1.1342
51-2092.00;4.C.2.c.1.d;Exposed to Hazardous Conditions;Dez 05;Incumbent;1.8015
51-2092.00;4.C.2.c.1.e;Exposed to Hazardous Equipment;Dez 05;Incumbent;2.4889
51-2092.00;4.C.2.c.1.f;Exposed to Minor Burns, Cuts, Bites, or Stings;Dez 05;Incumbent;2.7792
51-2093.00;4.C.2.b.1.a;Sounds, Noise Levels Are Distracting or Uncomfortable;Jun 08;Incumbent;2.8332
51-2093.00;4.C.2.b.1.b;Very Hot or Cold Temperatures;Jun 08;Incumbent;1.3576
51-2093.00;4.C.2.b.1.c;Extremely Bright or Inadequate Lighting;Jun 08;Incumbent;1.9542
51-2093.00;4.C.2.b.1.d;Exposed to Contaminants;Jun 08;Incumbent;2.5721
51-2093.00;4.C.2.b.1.e;Cramped Work Space, Awkward Positions;Jun 08;Incumbent;1.77
51-2093.00;4.C.2.b.1.f;Exposed to Whole Body Vibration;Jun 08;Incumbent;1.0103
51-2093.00;4.C.2.c.1.a;Exposed to Radiation;Jun 08;Incumbent;1
51-2093.00;4.C.2.c.1.b;Exposed to Disease or Infections;Jun 08;Incumbent;1
51-2093.00;4.C.2.c.1.c;Exposed to High Places;Jun 08;Incumbent;1.6381
51-2093.00;4.C.2.c.1.d;Exposed to Hazardous Conditions;Jun 08;Incumbent;2.0467
51-2093.00;4.C.2.c.1.e;Exposed to Hazardous Equipment;Jun 08;Incumbent;2.0778
51-2093.00;4.C.2.c.1.f;Exposed to Minor Burns, Cuts, Bites, or Stings;Jun 08;Incumbent;2.5817
51-3011.00;4.C.2.b.1.a;Sounds, Noise Levels Are Distracting or Uncomfortable;Dez 06;Incumbent;2.3357
51-3011.00;4.C.2.b.1.b;Very Hot or Cold Temperatures;Dez 06;Incumbent;3.2971
51-3011.00;4.C.2.b.1.c;Extremely Bright or Inadequate Lighting;Dez 06;Incumbent;1.5942
51-3011.00;4.C.2.b.1.d;Exposed to Contaminants;Dez 06;Incumbent;1.9061
51-3011.00;4.C.2.b.1.e;Cramped Work Space, Awkward Positions;Dez 06;Incumbent;1.6855
51-3011.00;4.C.2.b.1.f;Exposed to Whole Body Vibration;Dez 06;Incumbent;1
51-3011.00;4.C.2.c.1.a;Exposed to Radiation;Dez 06;Incumbent;1
51-3011.00;4.C.2.c.1.b;Exposed to Disease or Infections;Dez 06;Incumbent;1
51-3011.00;4.C.2.c.1.c;Exposed to High Places;Dez 06;Incumbent;1.1003
51-3011.00;4.C.2.c.1.d;Exposed to Hazardous Conditions;Dez 06;Incumbent;1.2228
51-3011.00;4.C.2.c.1.e;Exposed to Hazardous Equipment;Dez 06;Incumbent;1.7661
51-3011.00;4.C.2.c.1.f;Exposed to Minor Burns, Cuts, Bites, or Stings;Dez 06;Incumbent;3.9696
51-3021.00;4.C.2.b.1.a;Sounds, Noise Levels Are Distracting or Uncomfortable;Dez 05;Incumbent;4.1375
51-3021.00;4.C.2.b.1.b;Very Hot or Cold Temperatures;Dez 05;Incumbent;4.5465
51-3021.00;4.C.2.b.1.c;Extremely Bright or Inadequate Lighting;Dez 05;Incumbent;2.0566
51-3021.00;4.C.2.b.1.d;Exposed to Contaminants;Dez 05;Incumbent;2.5086
51-3021.00;4.C.2.b.1.e;Cramped Work Space, Awkward Positions;Dez 05;Incumbent;2.3556
51-3021.00;4.C.2.b.1.f;Exposed to Whole Body Vibration;Dez 05;Incumbent;1.0954
51-3021.00;4.C.2.c.1.a;Exposed to Radiation;Dez 05;Incumbent;1.1168
51-3021.00;4.C.2.c.1.b;Exposed to Disease or Infections;Dez 05;Incumbent;1.6225
51-3021.00;4.C.2.c.1.c;Exposed to High Places;Dez 05;Incumbent;1.5693
51-3021.00;4.C.2.c.1.d;Exposed to Hazardous Conditions;Dez 05;Incumbent;1.4538
51-3021.00;4.C.2.c.1.e;Exposed to Hazardous Equipment;Dez 05;Incumbent;4.248
51-3021.00;4.C.2.c.1.f;Exposed to Minor Burns, Cuts, Bites, or Stings;Dez 05;Incumbent;3.6427
